X,Y
7.38921642303467E+00,1.35614383220673E+00
6.78555870056152E+00,1.73191165924072E+00
1.14874353408813E+01,2.1794798374176E+00
1.16331453323364E+01,3.40274977684021E+00
3.76908659934998E+00,1.41772484779358E+00
1.10674047470093E+01,3.4461727142334E+00
6.75520753860474E+00,1.12521040439606E+00
9.74737739562988E+00,2.16668915748596E+00
1.10555992126465E+01,4.75855302810669E+00
8.22230434417725E+00,1.99327051639557E+00
1.19913492202759E+01,6.09434604644775E+00
1.19196014404297E+01,5.22959852218628E+00
1.14989395141602E+01,5.301109790802E+00
6.19000482559204E+00,1.09997916221619E+00
9.03914451599121E+00,1.02229249477386E+00
6.95424652099609E+00,1.06468951702118E+00
6.64186573028564E+00,5.4138457775116E-01
9.05690288543701E+00,1.12209618091583E+00
1.10461735725403E+00,2.10878849029541E+00
8.2031421661377E+00,1.66018187999725E+00
9.32199668884277E+00,7.72884607315063E-01
1.10005083084106E+01,2.69112801551819E+00
8.0048418045044E+00,1.11891496181488E+00
1.05853662490845E+01,4.04764223098755E+00
1.01649463176727E+00,1.8085263967514E+00
7.81985950469971E+00,7.86942429840565E-03
9.53443241119385E+00,3.24220418930054E+00
9.69420051574707E+00,4.22570657730103E+00
9.05728626251221E+00,2.74498891830444E+00
1.03400239944458E+01,4.69271421432495E+00
1.19698209762573E+01,2.92246079444885E+00
7.70453214645386E+00,2.01896929740906E+00
5.45214319229126E+00,5.35069108009338E-01
1.27254629135132E+01,4.74224328994751E+00
8.33505058288574E+00,2.75834155082703E+00
4.14536666870117E+00,5.56138634681702E-01
4.71809816360474E+00,1.13527357578278E+00
8.87764096260071E-01,3.28642725944519E+00
1.02607717514038E+01,3.31485819816589E+00
1.15483560562134E+01,5.79985952377319E+00
9.6298828125E+00,3.01617765426636E+00
1.10165977478027E+01,3.07913064956665E+00
9.00477027893066E+00,6.22282028198242E-01
8.55978488922119E+00,1.08011662960052E+00
5.77154207229614E+00,2.48799338936806E-01
1.19949035644531E+01,4.00254964828491E+00
1.047034740448E+01,3.69113278388977E+00
1.04819765090942E+01,2.52360081672668E+00
9.11251735687256E+00,4.11975240707397E+00
1.02142009735107E+01,4.43936681747437E+00
1.00617609024048E+01,1.66793584823608E+00
1.04276621341705E+00,2.15984153747559E+00
7.32457876205444E+00,2.13991141319275E+00
1.04370012283325E+01,3.77617621421814E+00
1.14045934677124E+01,5.91169309616089E+00
9.6664867401123E+00,3.44399666786194E+00
1.06376256942749E+01,3.51027178764343E+00
1.27834053039551E+01,4.99637031555176E+00
8.92685127258301E+00,3.16273093223572E+00
1.099107837677E+01,2.32263565063477E+00
9.70368766784668E+00,2.32405877113342E+00
1.05234603881836E+01,1.29595398902893E+00
4.88395166397095E+00,3.75661551952362E-02
7.58507442474365E+00,2.50867772102356E+00
8.46529960632324E+00,2.84818768501282E+00
8.15020275115967E+00,3.31229305267334E+00
1.00911626815796E+01,2.18897223472595E+00
9.75714206695557E+00,9.69095945358276E-01
9.82465648651123E+00,2.56154799461365E+00
6.065673828125E+00,6.80040419101715E-01
1.24902715682983E+01,4.54614353179932E+00
1.18343906402588E+01,4.22744035720825E+00
6.09813117980957E+00,2.42090612649918E-01
5.33993005752563E+00,1.37283527851105E+00
1.27631340026855E+01,5.69289541244507E+00
5.02078342437744E+00,3.46071392297745E-01
1.0527006149292E+01,3.04541563987732E+00
9.80494976043701E+00,2.06822037696838E+00
8.01474189758301E+00,1.18481481075287E+00
1.06915693283081E+01,4.04707336425781E+00
7.32925224304199E+00,1.63627505302429E+00
3.4522647857666E+00,1.98570740222931E+00
1.02522974014282E+01,1.81052672863007E+00
7.68675851821899E+00,2.50999140739441E+00
9.28122615814209E+00,4.36489248275757E+00
6.42866897583008E+00,9.8588216304779E-01
6.92661666870117E+00,4.35912534594536E-02
6.63069772720337E+00,8.46520185470581E-01
1.2514889717102E+01,4.37272119522095E+00
5.26996278762817E+00,7.17193007469177E-01
6.31817626953125E+00,1.71418690681458E+00
1.09388484954834E+01,5.28027725219727E+00
1.06626396179199E+01,2.73439693450928E+00
1.17912263870239E+01,4.12989234924316E+00
1.29397478103638E+01,5.85358953475952E+00
7.52188014984131E+00,1.39910447597504E+00
7.20505380630493E+00,1.79976272583008E+00
1.19703702926636E+01,4.30625581741333E+00
1.11561870574951E+01,3.54126071929932E+00
1.12649993896484E+01,3.38160681724548E+00
1.23124284744263E+01,6.07459545135498E+00
1.25320358276367E+01,6.33363771438599E+00
6.54696989059448E+00,1.93659090995789E+00
1.05467624664307E+01,3.83979487419128E+00
9.69912338256836E+00,9.78529870510101E-01
-2.70352363586426E-01,5.7111918926239E-01
1.17186632156372E+01,4.70699787139893E+00
1.1050820350647E+01,4.01300430297852E+00
7.84978532791138E+00,8.82408395409584E-02
8.64186763763428E+00,1.90223062038422E+00
1.07385950088501E+01,3.34604716300964E+00
1.22580423355103E+01,4.6387414932251E+00
5.67263555526733E+00,1.63554325699806E-01
5.09079742431641E+00,9.67365562915802E-01
1.10708055496216E+01,4.32705068588257E+00
1.11209993362427E+01,5.06004762649536E+00
1.1571418762207E+01,3.10236024856567E+00
1.09808645248413E+01,2.82393479347229E+00
1.22636594772339E+01,4.43893337249756E+00
1.09587259292603E+01,2.12433433532715E+00
5.82599067687988E+00,8.17277789115906E-01
1.01019706726074E+01,2.2192907333374E+00
1.19314060211182E+01,3.26331973075867E+00
6.09670114517212E+00,2.91071563959122E-01
1.18053150177002E+01,2.52421545982361E+00
1.19335746765137E+01,2.58476948738098E+00
9.68887138366699E+00,3.04515671730042E+00
6.32883214950562E+00,1.39696609973907E+00
1.11810455322266E+01,5.35384893417358E+00
7.32485389709473E+00,2.25464868545532E+00
9.63392543792725E+00,1.03998839855194E+00
1.19039001464844E+01,4.4897198677063E+00
1.24099254608154E+01,5.89467620849609E+00
7.53553915023804E+00,1.5723625421524E+00
1.16043081283569E+01,3.02613639831543E+00
1.07350311279297E+01,4.6331148147583E+00
6.07058906555176E+00,5.27006983757019E-01
9.34471321105957E+00,2.01538968086243E+00
8.8395938873291E+00,4.22342956066132E-01
8.53153896331787E+00,1.41822361946106E+00
1.08755645751953E+01,1.66853475570679E+00
1.28369312286377E+01,4.6776852607727E+00
8.24503898620605E+00,2.67160224914551E+00
1.03529376983643E+01,2.97293019294739E+00
1.05661964416504E+01,3.50224566459656E+00
1.69267266988754E-01,2.7472767829895E+00
6.03187894821167E+00,1.24967515468597E+00
1.03353548049927E+01,3.71599817276001E+00
1.06320247650146E+01,5.2855429649353E+00
5.46814012527466E+00,9.10201013088226E-01
7.62051963806152E+00,1.17648184299469E+00
-3.41466993093491E-01,1.90486896038055E+00
9.88367557525635E+00,1.07776165008545E+00
1.06915874481201E+01,2.81898927688599E+00
5.47334671020508E-01,2.68614840507507E+00
8.15397357940674E+00,1.98093008995056E+00
1.00828847885132E+01,3.82040643692017E+00
1.08209600448608E+01,1.59144866466522E+00
1.10838823318481E+01,5.49298238754272E+00
4.96877193450928E+00,1.62811756134033E-01
8.74573421478271E+00,2.62185001373291E+00
1.04049081802368E+01,3.17993354797363E+00
5.79164505004883E+00,5.79566478729248E-01
9.33450984954834E+00,1.19172215461731E+00
9.25246047973633E+00,1.53519284725189E+00
1.16484432220459E+01,5.34900093078613E+00
6.99323606491089E+00,2.75674200057983E+00
5.435546875E+00,2.83659934997559E-01
1.08433723449707E+01,3.03706169128418E+00
1.11463117599487E+01,3.5556743144989E+00
9.68411445617676E+00,1.13687825202942E+00
1.2936487197876E+01,5.40838861465454E+00
1.08144903182983E+01,5.22137784957886E+00
7.35004329681396E+00,1.18844532966614E+00
1.14125757217407E+01,4.61268091201782E+00
6.60774087905884E+00,1.46463596820831E+00
9.44867324829102E+00,2.0783154964447E+00
1.16160974502563E+01,2.79862976074219E+00
1.26525917053223E+01,6.42073059082031E+00
8.64060688018799E+00,3.20280170440674E+00
7.16351652145386E+00,2.54471635818481E+00
1.19652996063232E+01,4.71144342422485E+00
7.78476238250732E+00,1.55319225788116E+00
9.54145908355713E+00,2.66789603233337E+00
9.37926864624023E+00,1.74631249904633E+00
1.06143836975098E+01,3.98212194442749E+00
9.56662368774414E+00,4.3253116607666E+00
5.1105170249939E+00,8.32800567150116E-01
9.15451908111572E+00,1.0175724029541E+00
1.04326438903809E+01,1.8371000289917E+00
9.48832511901855E+00,4.31907796859741E+00
1.18669576644897E+01,5.38066673278809E+00
1.19627141952515E+01,6.44718360900879E+00
7.13462257385254E+00,2.89114534854889E-01
8.45753192901611E+00,1.04199814796448E+00
1.0678882598877E+01,1.77631044387817E+00
1.14323301315308E+01,3.84488081932068E+00
1.13305835723877E+01,5.14194440841675E+00
9.17292881011963E+00,2.9904990196228E+00
1.17351627349854E+01,3.8763267993927E+00
6.18700885772705E+00,1.29783642292023E+00
1.1158465385437E+01,2.50434255599976E+00
1.0854718208313E+01,3.08275365829468E+00
1.00734577178955E+01,4.85315227508545E+00
9.31863021850586E+00,1.99986433982849E+00
8.45258808135986E+00,3.05732488632202E+00
7.96718072891235E+00,2.17531943321228E+00
9.94038581848145E+00,2.92666339874268E+00
5.59208297729492E+00,6.97048485279083E-01
7.32931852340698E+00,3.31833809614182E-01
1.23970232009888E+01,5.69077634811401E+00
1.00874490737915E+01,1.83921015262604E+00
1.0780327796936E+01,4.50571203231812E+00
1.02906980514526E+01,3.39649248123169E+00
9.731375426054E-02,3.70409393310547E+00
9.19369220733643E+00,3.41990232467651E+00
1.26704015731812E+01,4.56739521026611E+00
1.2092960357666E+01,2.70346307754517E+00
1.19173259735107E+01,5.17017316818237E+00
1.08097724914551E+01,4.12825965881348E+00
1.01197891235352E+01,2.19775867462158E+00
1.16738452911377E+01,4.36380386352539E+00
7.6956467628479E+00,2.31463289260864E+00
8.89906024932861E+00,7.03820645809174E-01
1.15689334869385E+01,2.76567625999451E+00
1.1770281791687E+01,4.52053928375244E+00
8.5942850112915E+00,2.21780228614807E+00
7.55155372619629E+00,8.03448438644409E-01
7.91917991638184E+00,8.48419964313507E-02
8.51025772094727E+00,2.91834664344788E+00
9.41123580932617E+00,4.20433282852173E+00
1.18053376674652E+00,2.56330871582031E+00
9.25028860569E-01,2.61385560035706E+00
9.33204746246338E+00,1.1606011390686E+00
1.17498006820679E+01,5.39482259750366E+00
1.00580072402954E+01,8.65371346473694E-01
1.23127241134644E+01,6.39617347717285E+00
1.21681022644043E+01,5.44456005096436E+00
1.046706199646E+01,3.42599868774414E+00
7.26159524917603E+00,1.29507020115852E-01
1.21023874282837E+01,6.39724683761597E+00
8.32923316955566E+00,2.04059195518494E+00
1.09022464752197E+01,2.93164682388306E+00
9.58694648742676E+00,3.92914080619812E+00
9.1442985534668E+00,4.08101272583008E+00
7.26016807556152E+00,2.54125499725342E+00
1.19577560424805E+01,3.41553044319153E+00
6.95029354095459E+00,5.35109750926495E-02
1.05736436843872E+01,3.29372453689575E+00
1.18230533599854E+00,2.0921950340271E+00
1.00484395027161E+00,1.63037717342377E+00
5.88917112350464E+00,2.6732662320137E-01
1.10085411071777E+01,4.06269025802612E+00
9.14482975006104E+00,2.04209566116333E+00
1.0052248954773E+01,4.84738969802856E+00
1.28062591552734E+01,6.25302028656006E+00
8.93182945251465E+00,2.86855554580688E+00
6.080002784729E+00,1.43610107898712E+00
8.35041046142578E+00,2.2043731212616E+00
-2.99933052062988E+00,1.9422847032547E+00
1.17985601425171E+01,5.72438812255859E+00
2.7686243057251E+00,2.25932574272156E+00
1.00576457977295E+01,1.14380633831024E+00
7.08819580078125E+00,1.35647225379944E+00
9.54391574859619E+00,1.88564097881317E+00
1.14315099716187E+01,5.35424423217773E+00
9.3783769607544E+00,2.12920165061951E+00
5.87500810623169E+00,2.45767593383789E-01
1.11144151687622E+01,4.07271480560303E+00
3.91607284545898E+00,1.15245890617371E+00
9.59771156311035E+00,3.13679766654968E+00
5.78315591812134E+00,2.11169290542603E+00
8.75710201263428E+00,1.1032350063324E+00
4.20823383331299E+00,1.29149973392487E+00
7.19104433059692E+00,3.52574557065964E-01
1.27650842666626E+01,4.26371049880981E+00
6.23416996002197E+00,1.81347763538361E+00
1.08332853317261E+01,4.13807487487793E+00
1.06684627532959E+01,5.37630033493042E+00
1.19589157104492E+01,3.40222525596619E+00
6.31214380264282E+00,9.87598121166229E-01
5.81749963760376E+00,1.0810045003891E+00
1.16647529602051E+01,3.18073868751526E+00
7.15613651275635E+00,1.10970675945282E+00
1.17530975341797E+01,2.60810208320618E+00
8.54301929473877E+00,2.12082934379578E+00
9.93601703643799E+00,3.43216466903687E+00
6.58991384506226E+00,7.27828919887543E-01
1.1727445602417E+01,2.44674038887024E+00
1.17021341323853E+01,4.49219226837158E+00
9.57134342193604E+00,4.01930046081543E+00
1.23966283798218E+01,5.57688426971436E+00
1.11770906448364E+01,4.76255702972412E+00
1.01116008758545E+01,3.84965181350708E+00
9.57475244998932E-01,2.20041823387146E+00
4.71111679077148E+00,8.36208879947662E-01
9.15467357635498E+00,2.13776421546936E+00
8.75474548339844E+00,2.82131600379944E+00
1.21486616134644E+01,4.95647621154785E+00
8.64692401885986E+00,2.48031735420227E+00
6.6991868019104E+00,2.53785419464111E+00
1.18625135421753E+01,3.05088973045349E+00
-2.56918287277222E+00,1.83359789848328E+00
7.48751592636108E+00,1.03697277605534E-01
1.12520332336426E+01,3.97978162765503E+00
9.72447395324707E+00,3.19883871078491E+00
4.15095043182373E+00,1.44665384292603E+00
8.14199066162109E+00,2.09358096122742E+00
7.42735290527344E+00,2.41053581237793E+00
9.53672027587891E+00,8.40053737163544E-01
8.48080062866211E+00,1.67193901538849E+00
8.87365818023682E+00,1.43454742431641E+00
9.88293552398682E+00,1.98417437076569E+00
1.0256441116333E+01,2.42646741867065E+00
9.15474796295166E+00,2.12912774085999E+00
8.88640582561493E-02,1.11102747917175E+00
9.75700092315674E+00,1.92528247833252E+00
7.13843536376953E+00,2.04380011558533E+00
8.65414333343506E+00,3.40252566337585E+00
6.06167411804199E+00,1.66159880161285E+00
7.07334518432617E+00,9.61471199989319E-01
9.82102489471436E+00,6.48023366928101E-01
1.14003171920776E+01,4.62903356552124E+00
6.12191343307495E+00,1.65465998649597E+00
1.23694705963135E+01,3.38435816764832E+00
8.59573930501938E-02,2.71271777153015E+00
9.04345703125E+00,2.73724389076233E+00
6.79081630706787E+00,8.13820600509644E-01
8.08421611785889E+00,1.31603753566742E+00
1.21983728408813E+01,4.90128946304321E+00
1.12820110321045E+01,3.48592281341553E+00
1.12821826934814E+01,4.95518493652344E+00
1.1450873374939E+01,4.433189868927E+00
1.27781324386597E+01,5.72230958938599E+00
6.54943466186523E+00,8.49875152111053E-01
1.82793796062469E+00,3.36457419395447E+00
1.15596771240234E+01,5.23819971084595E+00
3.99096775054932E+00,6.53459429740906E-01
1.24442987442017E+01,5.54098892211914E+00
3.24011659622192E+00,1.44245719909668E+00
9.58886051177979E+00,3.94403958320618E+00
7.7841100692749E+00,3.30117177963257E+00
1.21695051193237E+01,3.53384923934937E+00
1.0538179397583E+01,4.54637813568115E+00
5.32406997680664E+00,8.37282836437225E-01
6.20257568359375E+00,2.53147542476654E-01
9.94715595245361E+00,4.34981346130371E+00
1.06396293640137E+01,4.23382186889648E+00
7.62479400634766E+00,2.62552833557129E+00
1.0852391242981E+01,2.99855995178223E+00
1.07639017105103E+01,2.1428554058075E+00
1.04413738250732E+01,5.13781070709229E+00
1.159827709198E+01,4.99375152587891E+00
1.15143966674805E+01,6.03197622299194E+00
9.38257503509521E+00,1.90887045860291E+00
1.166090965271E+01,2.41968035697937E+00
8.41518688201904E+00,1.81518876552582E+00
1.0448260307312E+01,4.74491357803345E+00
1.21060218811035E+01,4.66562175750732E+00
1.03707408905029E+01,1.29079341888428E+00
1.21916103363037E+01,5.13096809387207E+00
1.14361886978149E+01,3.60594487190247E+00
5.37488269805908E+00,7.47390270233154E-01
-4.36652898788452E-01,4.39429235458374E+00
4.7147798538208E+00,8.16719233989716E-01
1.25691604614258E+01,3.724445104599E+00
-1.9328088760376E+00,5.75779390335083E+00
1.05331649780273E+01,4.26388025283813E+00
5.91365003585815E+00,4.55418020486832E-01
8.4519624710083E+00,7.21446692943573E-01
1.11844129562378E+01,1.85955691337585E+00
1.16644239425659E+01,3.91835951805115E+00
7.1737380027771E+00,2.57342052459717E+00
1.0415717124939E+01,3.98793172836304E+00
1.20721883773804E+01,4.75096130371094E+00
6.60177803039551E+00,2.36821746826172E+00
7.06855010986328E+00,1.94141459465027E+00
1.1123776435852E+01,2.78091430664063E+00
6.83092451095581E+00,5.88989317417145E-01
1.12948513031006E+01,1.97877788543701E+00
1.21386375427246E+01,5.86170721054077E+00
1.26135168075562E+01,5.51167774200439E+00
1.11633110046387E+01,4.68365907669067E+00
7.44099497795105E-01,3.19864892959595E+00
1.18759059906006E+01,3.79077315330505E+00
6.85786914825439E+00,6.30845189094543E-01
3.34249544143677E+00,1.52714586257935E+00
1.04788932800293E+01,3.71947884559631E+00
9.58178043365479E+00,3.97591614723206E+00
4.11600923538208E+00,4.32194292545319E-01
9.19581031799316E+00,4.08742904663086E+00
9.1545581817627E+00,3.26465463638306E+00
1.00598430633545E+01,2.97489047050476E+00
5.29785990715027E-01,2.97077202796936E+00
7.13663721084595E+00,9.44293439388275E-01
1.04769515991211E+01,4.49244356155396E+00
7.38904333114624E+00,1.2348507642746E+00
1.15983533859253E+01,3.33747386932373E+00
1.07188835144043E+01,4.45254802703857E+00
1.17570276260376E+01,2.4627320766449E+00
1.03250856399536E+01,1.77449548244476E+00
7.79498910903931E+00,2.95885729789734E+00
7.43057298660278E+00,2.76518249511719E+00
9.25437068939209E+00,3.3420262336731E+00
1.15672693252563E+01,3.22051429748535E+00
9.85239887237549E+00,1.24059355258942E+00
1.26201319694519E+00,1.39697444438934E+00
-2.83351755142212E+00,2.12298464775085E+00
1.20936422348022E+01,5.20705318450928E+00
5.85458183288574E+00,1.1433345079422E+00
1.19443464279175E+01,2.92158007621765E+00
7.44461011886597E+00,1.36253392696381E+00
9.270676612854E+00,4.1185154914856E+00
1.15138902664185E+01,4.78895711898804E+00
1.16532573699951E+01,4.17816400527954E+00
7.10890626907349E+00,1.12326717376709E+00
4.06922197341919E+00,1.73606753349304E+00
1.09690761566162E+01,4.52313470840454E+00
1.07300958633423E+01,2.33598852157593E+00
1.04637231826782E+01,1.07154607772827E+00
7.60885906219482E+00,2.9990234375E+00
7.83546161651611E+00,3.22633147239685E+00
6.65630054473877E+00,1.92705357074738E+00
9.12036323547363E+00,9.19924318790436E-01
1.16164197921753E+01,5.60427570343018E+00
1.05771207809448E+01,3.30006313323975E+00
9.06355953216553E+00,8.80302011966705E-01
8.31981945037842E+00,2.70574474334717E+00
1.15494518280029E+01,3.5097987651825E+00
8.19108486175537E+00,3.04762053489685E+00
6.81591510772705E+00,4.70437437295914E-01
1.11649808883667E+01,3.42447829246521E+00
9.201003074646E+00,2.77052712440491E+00
1.03763761520386E+01,3.98702168464661E+00
1.25574378967285E+01,6.01620292663574E+00
1.13245239257813E+01,3.26580452919006E+00
1.25679264068604E+01,5.9762225151062E+00
8.0021915435791E+00,2.28372883796692E+00
1.12143487930298E+01,5.1077709197998E+00
7.72667551040649E+00,5.20292706787586E-02
8.51159286499023E+00,3.49621868133545E+00
9.24730682373047E+00,2.43759298324585E+00
9.59957885742188E+00,3.11956214904785E+00
3.63207745552063E+00,1.63339531421661E+00
1.25892019271851E+01,5.71048259735107E+00
1.04972677230835E+01,4.28644371032715E+00
1.21314344406128E+01,3.77782225608826E+00
1.24247817993164E+01,5.46240854263306E+00
7.42375087738037E+00,7.47727155685425E-01
